Overall Credit Risk Score,Months Since First Credit Account,Average Age of Credit Accounts,Number of Well-Maintained Accounts,Percentage of Accounts Never Late,Months Since Last Missed Payment,Percentage of Installment vs Revolving Loans,Time Since Last Credit Application,Credit Utilization Ratio,Number of Active Credit Cards/Lines,Loan Repaid
65.0,77.0,50.0,2.0,67.0,57.0,67.0,0.0,34.857718120805366,4.102110138960371,0
69.0,184.0,76.0,9.0,82.0,49.0,27.0,0.0,66.0,4.0,0
73.0,94.0,49.0,21.0,95.0,57.0,36.0,0.0,42.0,3.0,0
66.0,74.0,21.0,13.0,92.0,21.879546809779367,23.0,0.0,33.0,5.0,1
73.0,219.0,88.0,23.0,100.0,21.879546809779367,46.0,0.0,45.0,6.0,1
80.0,198.0,72.0,25.0,100.0,21.879546809779367,24.0,0.0,7.0,1.0,1
58.0,175.0,57.0,45.0,96.0,8.0,53.0,0.0,69.0,6.0,0
88.0,369.0,114.0,31.0,100.0,21.879546809779367,33.0,0.0,1.0,2.0,1
64.0,159.0,54.0,20.0,89.0,20.0,52.0,0.0,42.0,4.0,1
62.0,174.0,84.0,35.0,89.0,38.0,32.0,0.0,68.0,9.0,0
73.0,144.0,96.0,13.0,85.0,44.0,8.0,0.0,40.0,10.0,0
86.0,266.0,95.0,12.0,100.0,21.879546809779367,15.0,0.0,22.0,3.0,0
66.0,375.0,183.0,21.0,83.0,4.0,52.0,0.0,24.0,3.0,0
69.0,338.0,62.0,22.0,96.0,12.0,35.0,0.0,25.0,3.0,1
58.0,118.0,66.0,14.0,75.0,3.0,30.0,0.0,62.0,5.0,0
75.0,255.0,102.0,30.0,100.0,21.879546809779367,13.0,0.0,39.0,7.0,0
75.0,291.0,118.0,15.0,94.0,68.0,41.0,0.0,48.0,3.0,0
70.0,288.0,69.0,30.0,100.0,21.879546809779367,20.0,0.0,31.0,5.0,0
83.0,122.0,35.0,11.0,100.0,21.879546809779367,36.0,0.0,2.0,2.0,0
72.0,72.0,39.0,18.0,100.0,21.879546809779367,28.0,0.0,73.0,3.0,0
84.0,294.0,119.0,44.0,100.0,21.879546809779367,68.0,0.0,4.0,5.0,1
68.0,220.0,69.0,27.0,100.0,21.879546809779367,44.0,0.0,95.0,4.0,0
76.0,269.0,107.0,32.0,97.0,21.879546809779367,31.0,0.0,42.0,3.0,1
82.0,133.0,88.0,9.0,100.0,21.879546809779367,44.0,0.0,0.0,0.0,0
62.0,21.0,17.0,4.0,100.0,21.879546809779367,50.0,0.0,103.0,1.0,1
79.0,106.0,64.0,16.0,100.0,21.879546809779367,38.0,0.0,20.0,2.0,0
77.0,191.0,76.0,20.0,100.0,21.879546809779367,35.0,0.0,69.0,2.0,0
82.0,247.0,57.0,46.0,98.0,18.0,28.0,0.0,3.0,3.0,0
64.0,120.0,49.0,15.0,88.0,25.0,44.0,0.0,69.0,4.0,1
68.0,343.0,96.0,40.0,90.0,39.0,37.0,0.0,75.0,8.0,1
57.0,123.0,57.0,5.0,71.0,29.0,29.0,0.0,100.0,1.0,0
75.0,78.0,41.0,6.0,100.0,21.879546809779367,67.0,0.0,56.0,2.0,0
84.0,149.0,80.0,13.0,100.0,21.879546809779367,85.0,0.0,0.0,0.0,1
73.0,123.0,65.0,24.0,100.0,21.879546809779367,38.0,0.0,68.0,3.0,1
80.0,162.0,58.0,41.0,98.0,21.879546809779367,60.0,0.0,6.0,3.0,1
61.0,115.0,70.0,16.0,74.0,9.0,21.0,0.0,10.0,3.0,0
79.0,244.0,93.0,8.0,82.0,26.0,18.0,0.0,15.0,4.0,0
89.0,353.0,140.0,19.0,100.0,21.879546809779367,11.0,0.0,7.0,3.0,1
76.0,128.0,47.0,32.0,100.0,21.879546809779367,22.0,0.0,16.0,7.0,1
64.0,150.0,45.0,12.0,86.0,3.0,21.0,0.0,9.0,4.0,0
72.0,221.0,84.0,22.0,81.0,46.0,23.0,0.0,30.0,5.0,0
58.0,39.0,22.0,12.0,83.0,6.0,8.0,0.0,45.0,6.0,0
80.0,131.0,66.0,7.0,100.0,21.879546809779367,71.0,0.0,34.857718120805366,1.0,0
59.0,192.0,37.0,17.0,88.0,19.0,59.0,0.0,49.0,4.0,0
62.0,282.0,99.0,24.0,70.0,18.0,26.0,0.0,29.0,4.0,0
87.0,208.0,63.0,42.0,100.0,21.879546809779367,26.0,0.0,9.0,5.0,0
52.0,132.0,62.0,21.0,86.0,5.0,32.0,0.0,41.0,10.0,0
61.0,197.0,84.0,18.0,63.0,7.0,58.0,0.0,0.0,1.0,1
82.0,295.0,108.0,18.0,100.0,21.879546809779367,39.0,0.0,36.0,2.0,1
88.0,164.0,90.0,19.0,100.0,21.879546809779367,32.0,0.0,2.0,1.0,1
64.0,51.0,22.0,15.0,100.0,21.879546809779367,25.0,0.0,61.0,10.0,0
89.0,351.0,79.0,12.0,100.0,21.879546809779367,58.0,0.0,4.0,2.0,1
83.0,203.0,86.0,17.0,100.0,21.879546809779367,47.0,0.0,12.0,2.0,1
81.0,152.0,83.0,8.0,100.0,21.879546809779367,88.0,0.0,0.0,0.0,0
60.0,168.0,97.0,3.0,38.0,7.0,25.0,0.0,26.0,2.0,1
66.0,176.0,61.0,24.0,92.0,0.0,33.0,0.0,18.0,4.0,1
70.0,206.0,75.0,17.0,100.0,21.879546809779367,28.0,0.0,58.0,4.0,1
69.0,124.0,66.0,20.0,95.0,3.0,60.0,0.0,58.0,3.0,0
65.0,106.0,42.0,11.0,92.0,22.0,31.0,0.0,60.0,4.0,0
60.0,141.0,94.0,13.0,73.0,4.0,27.0,0.0,61.0,2.0,0
76.0,208.0,100.0,22.0,100.0,21.879546809779367,45.0,0.0,76.0,2.0,1
72.0,141.0,66.0,10.0,83.0,15.0,25.0,0.0,49.0,2.0,0
69.0,165.0,62.0,12.0,92.0,75.0,58.0,0.0,97.0,4.0,0
58.0,162.0,65.0,21.0,100.0,21.879546809779367,33.0,0.0,44.0,4.0,0
64.0,345.0,109.0,31.0,92.0,59.0,42.0,0.0,51.0,6.0,1
82.0,340.0,87.0,45.0,100.0,21.879546809779367,27.0,0.0,3.0,6.0,1
67.0,37.0,19.0,18.0,100.0,21.879546809779367,6.0,0.0,30.0,10.0,1
66.0,190.0,73.0,25.0,88.0,63.0,59.0,0.0,94.0,4.0,0
63.0,115.0,54.0,20.0,91.0,47.0,50.0,0.0,52.0,4.0,0
76.0,182.0,89.0,41.0,100.0,21.879546809779367,27.0,0.0,40.0,5.0,0
81.0,155.0,63.0,18.0,100.0,21.879546809779367,28.0,0.0,3.0,3.0,0
57.0,155.0,42.0,32.0,97.0,0.0,18.0,0.0,40.0,7.0,1
58.0,184.0,66.0,39.0,85.0,22.0,44.0,0.0,95.0,5.0,0
78.0,174.0,98.0,18.0,95.0,21.879546809779367,55.0,0.0,23.0,1.0,0
73.0,337.0,110.0,6.0,67.0,26.0,67.0,0.0,34.857718120805366,4.102110138960371,1
62.0,185.0,52.0,14.0,76.0,3.0,65.0,0.0,26.0,3.0,0
72.0,188.0,57.0,36.0,97.0,34.0,56.0,0.0,6.0,2.0,1
80.0,483.0,110.0,28.0,90.0,25.0,31.0,0.0,0.0,3.0,1
74.0,155.0,68.0,18.0,91.0,7.0,26.0,0.0,1.0,3.0,0
63.0,170.0,76.0,53.0,94.0,22.0,44.0,0.0,34.0,6.0,0
57.0,162.0,66.0,25.0,80.0,7.0,40.0,0.0,47.0,6.0,0
61.0,8.0,5.0,1.0,100.0,21.879546809779367,50.0,0.0,92.0,1.0,0
69.0,190.0,61.0,23.0,96.0,1.0,30.0,0.0,41.0,6.0,0
64.0,88.0,38.0,3.0,75.0,72.0,75.0,0.0,103.0,1.0,1
55.0,142.0,53.0,21.0,75.0,6.0,42.0,0.0,96.0,4.0,0
78.0,297.0,71.0,21.0,95.0,21.879546809779367,14.0,0.0,42.0,2.0,1
61.0,222.0,50.0,8.0,82.0,7.0,9.0,0.0,30.0,5.0,0
52.0,195.0,86.0,12.0,61.0,2.0,67.0,0.0,25.0,1.0,1
76.0,104.0,64.0,11.0,92.0,79.0,42.0,0.0,12.0,1.0,0
82.0,292.0,89.0,33.0,100.0,21.879546809779367,32.0,0.0,10.0,1.0,1
81.0,329.0,111.0,19.0,95.0,1.0,55.0,0.0,1.0,2.0,0
71.0,141.0,52.0,19.0,95.0,21.879546809779367,33.0,0.0,23.0,4.0,1
71.0,324.0,91.0,55.0,93.0,44.0,8.0,0.0,38.0,10.0,0
88.0,152.0,75.0,16.0,100.0,21.879546809779367,11.0,0.0,0.0,3.0,1
87.0,321.0,96.0,40.0,100.0,21.879546809779367,10.0,0.0,2.0,8.0,1
66.0,175.0,84.0,6.0,57.0,1.0,29.0,0.0,103.0,2.0,0
61.0,105.0,53.0,44.0,89.0,6.0,36.0,0.0,39.0,5.0,0
82.0,163.0,71.0,25.0,100.0,21.879546809779367,29.0,0.0,18.0,4.0,0
85.0,162.0,65.0,24.0,100.0,21.879546809779367,26.0,0.0,1.0,2.0,0
72.0,69.0,47.0,17.0,89.0,36.0,11.0,0.0,17.0,9.0,0
68.0,253.0,99.0,36.0,85.0,10.0,28.0,0.0,44.0,9.0,1
68.0,117.0,60.0,31.0,100.0,21.879546809779367,42.0,0.0,68.0,6.0,0
67.0,79.0,43.0,12.0,93.0,28.0,36.0,0.0,74.0,6.0,0
66.0,198.0,70.0,37.0,78.0,5.0,50.0,0.0,1.0,4.0,0
68.0,248.0,89.0,25.0,93.0,37.0,36.0,0.0,44.0,8.0,1
65.0,166.0,78.0,16.0,78.0,13.0,56.0,0.0,51.0,3.0,0
80.0,154.0,69.0,39.0,98.0,71.0,27.0,0.0,10.0,3.0,0
60.0,429.0,155.0,13.0,94.0,2.0,25.0,0.0,4.0,3.0,1
65.0,227.0,90.0,24.0,100.0,21.879546809779367,44.0,0.0,2.0,2.0,1
66.0,157.0,42.0,16.0,100.0,21.879546809779367,25.0,0.0,93.0,11.0,0
77.0,330.0,72.0,16.0,100.0,21.879546809779367,56.0,0.0,0.0,0.0,0
67.0,92.0,30.0,14.0,100.0,21.879546809779367,29.0,0.0,44.0,6.0,0
80.0,234.0,62.0,27.0,100.0,21.879546809779367,26.0,0.0,22.0,4.0,1
75.0,422.0,91.0,55.0,100.0,21.879546809779367,33.0,0.0,2.0,12.0,1
73.0,188.0,58.0,23.0,100.0,21.879546809779367,40.0,0.0,43.0,5.0,1
84.0,411.0,91.0,10.0,100.0,21.879546809779367,36.0,0.0,17.0,2.0,1
75.0,221.0,43.0,58.0,100.0,21.879546809779367,5.0,0.0,15.0,6.0,1
73.0,85.0,38.0,10.0,100.0,21.879546809779367,50.0,0.0,81.0,1.0,0
65.0,87.0,46.0,18.0,100.0,21.879546809779367,16.0,0.0,39.0,3.0,0
70.0,213.0,90.0,36.0,97.0,45.0,39.0,0.0,93.0,5.0,0
65.0,305.0,93.0,25.0,85.0,36.0,33.0,0.0,70.0,5.0,1
91.0,428.0,132.0,9.0,100.0,21.879546809779367,25.0,0.0,1.0,2.0,1
89.0,270.0,122.0,14.0,100.0,21.879546809779367,33.0,0.0,2.0,2.0,1
73.0,190.0,88.0,28.0,89.0,12.0,39.0,0.0,21.0,3.0,0
68.0,310.0,96.0,33.0,97.0,68.0,26.0,0.0,73.0,6.0,1
71.0,83.0,46.0,22.0,95.0,8.0,14.0,0.0,34.0,3.0,0
86.0,333.0,93.0,32.0,100.0,21.879546809779367,22.0,0.0,6.0,6.0,1
81.0,146.0,63.0,3.0,100.0,21.879546809779367,67.0,0.0,34.857718120805366,4.102110138960371,0
74.0,340.0,126.0,49.0,96.0,21.879546809779367,29.0,0.0,28.0,12.0,1
69.0,80.0,46.0,6.0,75.0,50.0,50.0,0.0,30.0,1.0,0
86.0,130.0,49.0,17.0,100.0,21.879546809779367,24.0,0.0,7.0,1.0,1
86.0,166.0,77.0,9.0,100.0,21.879546809779367,40.0,0.0,7.0,1.0,1
64.0,460.0,130.0,23.0,96.0,0.0,9.0,0.0,34.0,7.0,0
77.0,126.0,66.0,55.0,100.0,21.879546809779367,41.0,0.0,59.0,4.0,1
73.0,107.0,70.0,20.0,95.0,21.879546809779367,86.0,0.0,81.0,2.0,0
74.0,202.0,68.0,27.0,93.0,7.0,30.0,0.0,16.0,3.0,0
62.0,80.0,47.0,24.0,96.0,59.0,48.0,0.0,73.0,5.0,0
67.0,69.0,43.0,6.0,50.0,10.0,60.0,0.0,27.0,1.0,0
70.0,112.0,51.0,27.0,96.0,79.0,36.0,0.0,49.0,7.0,0
58.0,80.0,62.0,11.0,83.0,33.0,50.0,0.0,82.0,3.0,0
86.0,199.0,83.0,17.0,100.0,21.879546809779367,37.0,0.0,1.0,1.0,1
63.0,380.0,94.0,20.0,100.0,21.879546809779367,50.0,0.0,37.0,5.0,0
56.0,239.0,98.0,12.0,75.0,1.0,25.0,0.0,69.0,7.0,0
69.0,57.0,34.0,4.0,67.0,35.0,33.0,0.0,34.857718120805366,1.0,0
61.0,282.0,86.0,40.0,95.0,1.0,14.0,0.0,40.0,8.0,1
66.0,244.0,69.0,15.0,94.0,21.879546809779367,59.0,0.0,61.0,1.0,0
88.0,393.0,158.0,15.0,100.0,21.879546809779367,13.0,0.0,9.0,3.0,1
59.0,128.0,55.0,11.0,75.0,4.0,25.0,0.0,20.0,3.0,0
80.0,262.0,72.0,22.0,100.0,21.879546809779367,17.0,0.0,20.0,5.0,0
85.0,141.0,78.0,10.0,91.0,77.0,27.0,0.0,1.0,1.0,1
57.0,153.0,53.0,17.0,88.0,6.0,18.0,0.0,86.0,4.0,1
74.0,197.0,93.0,31.0,86.0,29.0,26.0,0.0,28.0,2.0,0
54.0,316.0,116.0,16.0,57.0,3.0,14.0,0.0,28.0,4.0,0
83.0,296.0,128.0,8.0,100.0,21.879546809779367,38.0,0.0,10.0,2.0,1
60.0,141.0,66.0,12.0,59.0,19.0,35.0,0.0,22.0,2.0,0
63.0,132.0,74.0,12.0,86.0,5.0,43.0,0.0,74.0,3.0,1
69.0,51.0,20.0,6.0,86.0,54.0,43.0,0.0,48.0,3.0,0
66.0,189.0,101.0,16.0,71.0,62.0,29.0,0.0,37.0,6.0,1
77.0,292.0,84.0,20.0,100.0,21.879546809779367,70.0,0.0,51.0,3.0,0
63.0,112.0,54.0,17.0,89.0,21.0,37.0,0.0,72.0,7.0,0
65.0,111.0,63.0,23.0,92.0,25.0,64.0,0.0,72.0,1.0,0
67.0,126.0,40.0,9.0,100.0,21.879546809779367,30.0,0.0,36.0,2.0,0
71.0,200.0,74.0,35.0,97.0,38.0,56.0,0.0,82.0,4.0,0
66.0,59.0,40.0,7.0,86.0,16.0,71.0,0.0,0.0,0.0,0
67.0,250.0,103.0,26.0,88.0,1.0,35.0,0.0,79.0,4.0,0
60.0,110.0,53.0,1.0,67.0,7.0,67.0,0.0,34.857718120805366,4.102110138960371,0
66.0,187.0,38.0,18.0,95.0,62.0,36.0,0.0,46.0,6.0,0
56.0,91.0,54.0,4.0,38.0,12.0,55.0,0.0,103.0,2.0,0
55.0,152.0,113.0,13.0,65.0,4.0,22.0,0.0,56.0,2.0,0
73.0,188.0,83.0,18.0,95.0,29.0,27.0,0.0,30.0,4.0,0
70.0,43.0,21.0,11.0,100.0,21.879546809779367,38.0,0.0,64.0,4.0,0
66.0,202.0,82.0,23.0,96.0,0.0,17.0,0.0,33.0,7.0,0
68.0,86.0,32.0,26.0,100.0,21.879546809779367,25.0,0.0,22.0,5.0,1
70.0,206.0,108.0,30.0,97.0,21.879546809779367,66.0,0.0,0.0,1.0,1
72.0,78.0,44.0,12.0,92.0,55.0,15.0,0.0,58.0,3.0,0
60.0,12.0,9.0,2.0,100.0,21.879546809779367,100.0,0.0,34.857718120805366,4.102110138960371,0
66.0,138.0,75.0,42.0,100.0,21.879546809779367,46.0,0.0,89.0,6.0,0
64.0,150.0,48.0,23.0,96.0,23.0,61.0,0.0,65.0,2.0,1
67.0,144.0,60.0,18.0,95.0,6.0,25.0,0.0,70.0,3.0,0
67.0,83.0,36.0,30.0,97.0,25.0,44.0,0.0,39.0,4.0,1
73.0,201.0,108.0,13.0,93.0,12.0,21.0,0.0,47.0,6.0,0
58.0,108.0,49.0,11.0,57.0,6.0,71.0,0.0,0.0,1.0,0
84.0,73.0,40.0,6.0,100.0,21.879546809779367,67.0,0.0,1.0,1.0,0
89.0,344.0,137.0,19.0,100.0,21.879546809779367,25.0,0.0,10.0,3.0,1
54.0,336.0,93.0,17.0,89.0,4.0,33.0,0.0,65.0,4.0,0
70.0,37.0,22.0,9.0,100.0,21.879546809779367,11.0,0.0,39.0,5.0,1
60.0,264.0,53.0,10.0,100.0,21.879546809779367,40.0,0.0,92.0,4.0,0
74.0,156.0,51.0,14.0,100.0,21.879546809779367,47.0,0.0,31.0,3.0,1
67.0,255.0,104.0,41.0,88.0,12.0,21.0,0.0,30.0,3.0,1
72.0,290.0,59.0,21.0,92.0,26.0,35.0,0.0,2.0,4.0,0
70.0,315.0,108.0,7.0,80.0,48.0,30.0,0.0,94.0,2.0,0
76.0,111.0,50.0,20.0,95.0,79.0,45.0,0.0,25.0,2.0,1
62.0,265.0,104.0,28.0,67.0,16.0,44.0,0.0,78.0,5.0,0
75.0,351.0,155.0,25.0,100.0,21.879546809779367,16.0,0.0,56.0,7.0,1
57.0,71.0,32.0,24.0,92.0,9.0,46.0,0.0,53.0,5.0,0
66.0,205.0,43.0,10.0,100.0,21.879546809779367,64.0,0.0,100.0,2.0,0
79.0,161.0,92.0,18.0,100.0,21.879546809779367,40.0,2.4777188328912465,65.0,3.0,1
79.0,81.0,46.0,24.0,100.0,21.879546809779367,25.0,2.4777188328912465,13.0,2.0,1
88.0,112.0,61.0,16.0,100.0,21.879546809779367,13.0,2.4777188328912465,7.0,2.0,1
90.0,182.0,129.0,15.0,100.0,21.879546809779367,29.0,2.4777188328912465,0.0,0.0,1
72.0,88.0,70.0,19.0,95.0,49.0,10.0,2.4777188328912465,0.0,0.0,1
61.0,113.0,54.0,3.0,50.0,29.0,67.0,2.4777188328912465,34.857718120805366,4.102110138960371,1
75.0,181.0,69.0,15.0,100.0,21.879546809779367,50.0,2.4777188328912465,56.0,6.0,0
56.0,308.0,98.0,23.0,75.0,12.0,46.0,2.4777188328912465,5.0,1.0,1
65.0,182.0,50.0,18.0,90.0,6.0,57.0,2.4777188328912465,58.0,4.0,0
85.0,160.0,55.0,27.0,100.0,21.879546809779367,22.0,2.4777188328912465,11.0,3.0,1
88.0,138.0,71.0,21.0,100.0,21.879546809779367,33.0,2.4777188328912465,4.0,2.0,0
72.0,155.0,71.0,46.0,100.0,21.879546809779367,38.0,2.4777188328912465,7.0,5.0,1
69.0,72.0,48.0,14.0,87.0,20.0,7.0,2.4777188328912465,29.0,5.0,0
69.0,188.0,54.0,9.0,80.0,9.0,70.0,2.4777188328912465,34.857718120805366,4.102110138960371,0
59.0,123.0,66.0,32.0,88.0,6.0,31.0,2.4777188328912465,36.0,5.0,0
73.0,182.0,72.0,17.0,89.0,14.0,37.0,2.4777188328912465,8.0,3.0,1
73.0,163.0,62.0,14.0,100.0,21.879546809779367,60.0,2.4777188328912465,17.0,1.0,1
63.0,242.0,68.0,25.0,100.0,21.879546809779367,19.0,2.4777188328912465,73.0,12.0,0
89.0,257.0,153.0,27.0,100.0,21.879546809779367,29.0,2.4777188328912465,1.0,4.0,1
86.0,172.0,126.0,20.0,100.0,21.879546809779367,43.0,2.4777188328912465,30.0,1.0,1
65.0,177.0,96.0,6.0,43.0,5.0,57.0,2.4777188328912465,31.0,1.0,0
65.0,115.0,55.0,7.0,78.0,67.0,56.0,2.4777188328912465,78.0,2.0,0
59.0,80.0,40.0,12.0,85.0,2.0,69.0,2.4777188328912465,46.0,2.0,0
63.0,149.0,49.0,17.0,100.0,21.879546809779367,6.0,2.4777188328912465,58.0,7.0,0
59.0,255.0,147.0,16.0,89.0,1.0,42.0,2.4777188328912465,59.0,2.0,0
63.0,79.0,30.0,10.0,100.0,21.879546809779367,30.0,2.4777188328912465,88.0,4.0,0
78.0,191.0,120.0,8.0,50.0,10.0,25.0,2.4777188328912465,0.0,1.0,0
72.0,212.0,57.0,16.0,100.0,21.879546809779367,35.0,2.4777188328912465,69.0,5.0,1
61.0,128.0,60.0,11.0,73.0,42.0,60.0,2.4777188328912465,47.0,1.0,0
71.0,124.0,64.0,25.0,96.0,21.879546809779367,19.0,2.4777188328912465,49.0,5.0,1
82.0,225.0,86.0,41.0,98.0,32.0,38.0,2.4777188328912465,19.0,2.0,1
63.0,75.0,50.0,31.0,97.0,17.0,22.0,2.4777188328912465,18.0,9.0,0
62.0,194.0,96.0,19.0,80.0,6.0,30.0,2.4777188328912465,92.0,8.0,0
77.0,191.0,97.0,11.0,86.0,45.0,50.0,2.4777188328912465,43.0,2.0,1
62.0,171.0,92.0,52.0,90.0,4.0,47.0,2.4777188328912465,28.0,7.0,0
72.0,73.0,36.0,7.0,100.0,21.879546809779367,57.0,2.4777188328912465,45.0,1.0,0
60.0,200.7691029900332,88.0,55.0,95.0,10.0,34.0,2.4777188328912465,54.0,6.0,1
85.0,168.0,72.0,41.0,100.0,21.879546809779367,41.0,2.4777188328912465,3.0,3.0,1
82.0,212.0,115.0,14.0,100.0,21.879546809779367,33.0,2.4777188328912465,45.0,4.0,1
84.0,200.0,103.0,27.0,100.0,21.879546809779367,21.0,2.4777188328912465,7.0,2.0,1
75.0,312.0,78.0,26.0,100.0,21.879546809779367,31.0,2.4777188328912465,10.0,3.0,0
67.0,74.0,35.0,12.0,92.0,10.0,31.0,2.4777188328912465,23.0,5.0,1
56.0,120.0,54.0,31.0,97.0,7.0,54.0,2.4777188328912465,65.0,7.0,0
62.0,42.0,23.0,12.0,86.0,12.0,21.0,2.4777188328912465,43.0,7.0,0
57.0,246.0,78.0,16.0,94.0,9.0,31.0,2.4777188328912465,85.0,6.0,0
70.0,148.0,79.0,18.0,90.0,26.0,38.0,2.4777188328912465,38.0,2.0,0
59.0,15.0,9.0,8.0,100.0,21.879546809779367,25.0,2.4777188328912465,66.0,2.0,0
71.0,183.0,62.0,6.0,86.0,73.0,29.0,2.4777188328912465,73.0,4.0,0
65.0,249.0,134.0,8.0,57.0,6.0,57.0,2.4777188328912465,0.0,0.0,0
62.0,134.0,68.0,43.0,98.0,2.0,19.0,2.4777188328912465,17.0,3.0,0
70.0,62.0,31.0,24.0,100.0,21.879546809779367,29.0,2.4777188328912465,34.0,3.0,0
83.0,108.0,58.0,19.0,90.0,12.0,5.0,2.4777188328912465,0.0,2.0,0
84.0,169.0,81.0,20.0,100.0,21.879546809779367,35.0,2.4777188328912465,17.0,1.0,1
78.0,134.0,44.0,7.0,100.0,21.879546809779367,57.0,2.4777188328912465,34.857718120805366,4.102110138960371,1
75.0,31.0,15.0,5.0,100.0,21.879546809779367,20.0,2.4777188328912465,12.0,3.0,0
69.0,140.0,60.0,21.0,100.0,21.879546809779367,55.0,2.4777188328912465,70.0,6.0,0
75.0,197.0,55.0,14.0,100.0,21.879546809779367,36.0,2.4777188328912465,70.0,3.0,1
85.0,336.0,124.0,17.0,100.0,21.879546809779367,35.0,2.4777188328912465,1.0,2.0,1
70.0,214.0,148.0,16.0,88.0,15.0,35.0,2.4777188328912465,28.0,4.0,0
73.0,164.0,87.0,20.0,91.0,23.0,50.0,2.4777188328912465,35.0,2.0,1
86.0,236.0,71.0,25.0,100.0,21.879546809779367,33.0,2.4777188328912465,12.0,4.0,1
57.0,291.0,103.0,9.0,43.0,1.0,14.0,2.4777188328912465,43.0,3.0,0
86.0,193.0,73.0,25.0,100.0,21.879546809779367,32.0,2.4777188328912465,3.0,3.0,1
77.0,170.0,84.0,25.0,100.0,21.879546809779367,12.0,2.4777188328912465,58.0,3.0,1
77.0,267.0,89.0,33.0,94.0,45.0,29.0,2.4777188328912465,4.0,7.0,1
86.0,140.0,67.0,53.0,100.0,21.879546809779367,16.0,2.4777188328912465,5.0,2.0,0
69.0,66.0,32.0,14.0,93.0,9.0,53.0,2.4777188328912465,9.0,2.0,0
88.0,238.0,71.0,16.0,100.0,21.879546809779367,45.0,2.4777188328912465,7.0,3.0,1
65.0,250.0,70.0,25.0,96.0,22.0,35.0,2.4777188328912465,45.0,7.0,0
67.0,194.0,75.0,24.0,100.0,21.879546809779367,41.0,2.4777188328912465,87.0,9.0,0
63.0,137.0,70.0,10.0,92.0,6.0,75.0,2.4777188328912465,68.0,1.0,0
58.0,22.0,8.0,4.0,100.0,21.879546809779367,50.0,2.4777188328912465,101.0,1.0,0
74.0,181.0,65.0,59.0,100.0,21.879546809779367,35.0,2.4777188328912465,12.0,9.0,0
89.0,184.0,126.0,20.0,100.0,21.879546809779367,18.0,2.4777188328912465,7.0,2.0,1
73.0,103.0,70.0,6.0,71.0,48.0,29.0,2.4777188328912465,34.0,1.0,1
65.0,35.0,19.0,6.0,100.0,21.879546809779367,17.0,2.4777188328912465,76.0,5.0,0
58.0,136.0,63.0,23.0,83.0,9.0,54.0,2.4777188328912465,75.0,3.0,0
82.0,235.0,123.0,30.0,100.0,21.879546809779367,38.0,2.4777188328912465,36.0,3.0,1
57.0,129.0,74.0,12.0,38.0,6.0,73.0,2.4777188328912465,26.0,2.0,0
82.0,165.0,61.0,50.0,100.0,21.879546809779367,47.0,2.4777188328912465,18.0,3.0,1
75.0,234.0,104.0,31.0,97.0,18.0,18.0,2.4777188328912465,44.0,4.0,0
72.0,111.0,79.0,9.0,92.0,23.0,67.0,2.4777188328912465,39.0,4.0,0
61.0,254.0,112.0,13.0,94.0,7.0,44.0,2.4777188328912465,63.0,5.0,0
73.0,136.0,63.0,36.0,100.0,21.879546809779367,19.0,2.4777188328912465,38.0,14.0,0
87.0,195.0,201.0,20.0,100.0,21.879546809779367,29.0,2.4777188328912465,11.0,2.0,1
71.0,167.0,84.0,21.0,96.0,37.0,13.0,2.4777188328912465,55.0,5.0,1
74.0,225.0,95.0,32.0,94.0,19.0,56.0,2.4777188328912465,41.0,6.0,1
69.0,198.0,111.0,21.0,100.0,21.879546809779367,26.0,2.4777188328912465,5.0,2.0,0
56.0,34.0,27.0,2.0,67.0,38.0,100.0,2.4777188328912465,34.857718120805366,4.102110138960371,0
56.0,53.0,114.0,3.0,75.0,0.0,0.0,2.4777188328912465,101.0,4.0,0
73.0,251.0,105.0,33.0,85.0,26.0,24.0,2.4777188328912465,22.0,7.0,0
70.0,88.0,42.0,14.0,93.0,25.0,67.0,2.4777188328912465,38.0,2.0,0
55.0,47.0,23.0,13.0,77.0,7.0,62.0,2.4777188328912465,93.0,2.0,0
85.0,140.0,84.0,14.0,100.0,21.879546809779367,29.0,2.4777188328912465,6.0,2.0,1
80.0,93.0,45.0,6.0,100.0,21.879546809779367,50.0,2.4777188328912465,7.0,1.0,0
87.0,205.0,102.0,14.0,100.0,21.879546809779367,56.0,2.4777188328912465,5.0,2.0,1
89.0,235.0,94.0,22.0,100.0,21.879546809779367,16.0,2.4777188328912465,8.0,3.0,1
80.0,248.0,141.0,27.0,100.0,21.879546809779367,30.0,2.4777188328912465,23.0,2.0,1
83.0,92.0,41.0,18.0,100.0,21.879546809779367,32.0,2.4777188328912465,13.0,7.0,0
71.0,96.0,60.0,9.0,100.0,21.879546809779367,11.0,2.4777188328912465,48.0,2.0,1
58.0,74.0,28.0,14.0,93.0,6.0,67.0,2.4777188328912465,88.0,2.0,0
72.0,117.0,49.0,9.0,100.0,21.879546809779367,27.0,2.4777188328912465,55.0,5.0,1
89.0,261.0,105.0,59.0,100.0,21.879546809779367,27.0,2.4777188328912465,0.0,3.0,1
63.0,193.0,66.0,24.0,83.0,7.0,8.0,2.4777188328912465,70.0,5.0,1
88.0,161.0,66.0,11.0,100.0,21.879546809779367,25.0,2.4777188328912465,7.0,1.0,1
